Account Number,Account Type,Balance Date,Balance,Account  Holder ID
28240243,Basic,1/31/2023,850.7,16885088
28247818,Basic,1/31/2023,150.24,22873776
28251857,Gold,1/31/2023,431.6,64086168
28254911,Basic,1/31/2023,697.78,69713637
28362321,Basic,1/31/2023,849.34,87636187
28380949,Basic,1/31/2023,937.24,5014059
28429440,Platinum,1/31/2023,538.15,83277166
28548067,Gold,1/31/2023,499.29,7495542
28553155,Basic,1/31/2023,147.09,86162076
28572979,Gold,1/31/2023,156.38,51932920
28595197,Basic,1/31/2023,897.68,88613935
28606808,Gold,1/31/2023,1.71,24466746
28629966,Gold,1/31/2023,60.86,68462144
28640713,Gold,1/31/2023,204.33,72017661
28652960,Basic,1/31/2023,140.6,99832892
28659160,Gold,1/31/2023,115.6,1017449
28680375,Gold,1/31/2023,337.2,30580803
28696496,Gold,1/31/2023,150.57,718759
28738041,Basic,1/31/2023,907.31,9923645
28743137,Gold,1/31/2023,781.13,50165431
28745450,Gold,1/31/2023,157.38,78683881
28754062,Gold,1/31/2023,16.41,66415914
28781155,Platinum,1/31/2023,555.55,4481561
28811285,Gold,1/31/2023,813.63,65241805
28819175,Gold,1/31/2023,414.48,67724023
28822117,Gold,1/31/2023,204.79,24081272
28909144,Platinum,1/31/2023,263.97,73340273
28911002,Gold,1/31/2023,858.06,75195270
28969443,Basic,1/31/2023,12.77,74198707
28976546,Basic,1/31/2023,454.25,2280615
29000698,Joint,1/31/2023,954.02,95966779
29000698,Joint,1/31/2023,954.02,17232768
29017229,Gold,1/31/2023,950.07,16371300
29039134,Gold,1/31/2023,218.26,71503405
29043142,Gold,1/31/2023,210.89,77192063
29052260,Basic,1/31/2023,639.05,1720404
29061354,Basic,1/31/2023,180.47,1521738
29074095,Basic,1/31/2023,512.38,80492842
29222005,Gold,1/31/2023,0.34,42188242
29238925,Gold,1/31/2023,574.82,80778224
29288598,Platinum,1/31/2023,386.76,73030732
29303323,Basic,1/31/2023,525.6,59243910
29358670,Gold,1/31/2023,874.94,14221230
29422349,Gold,1/31/2023,623.61,25134641
29464742,Basic,1/31/2023,557.11,95743147
29473763,Gold,1/31/2023,724.82,40991911
29489865,Basic,1/31/2023,854.53,16977880
29523226,Joint,1/31/2023,807.56,28384904
29523226,Joint,1/31/2023,807.56,28437166
29527534,Basic,1/31/2023,355.57,19500695
29608056,Platinum,1/31/2023,248.43,80722436
29631870,Gold,1/31/2023,694.99,50760979
29638033,Gold,1/31/2023,537.95,96323829
29639626,Gold,1/31/2023,985.7,38165115
29705419,Gold,1/31/2023,799.07,56254022
29878790,Gold,1/31/2023,360.74,97546889
29887258,Basic,1/31/2023,392.91,7217155
29920698,Platinum,1/31/2023,922.07,13825580
29958061,Gold,1/31/2023,17.43,158190
30030650,Basic,1/31/2023,414.27,57017309
30058030,Gold,1/31/2023,39.21,31939435
30093672,Gold,1/31/2023,939.77,4306281
30110747,Platinum,1/31/2023,949.76,64656787
30112323,Joint,1/31/2023,519.73,32226966
30112323,Joint,1/31/2023,519.73,97840130
30196319,Platinum,1/31/2023,721.4,2910576
30227774,Joint,1/31/2023,546.85,58493497
30227774,Joint,1/31/2023,546.85,89897658
30235398,Basic,1/31/2023,973.95,45680375
30237685,Gold,1/31/2023,751.93,93410
30279114,Basic,1/31/2023,951.13,45233743
30312615,Gold,1/31/2023,659.36,34374206
30324819,Platinum,1/31/2023,823.45,4856425
30340808,Platinum,1/31/2023,895.41,26553936
30372316,Gold,1/31/2023,189.39,67226524
30374840,Basic,1/31/2023,564.42,1420664
30396291,Platinum,1/31/2023,803.37,20177455
30409599,Gold,1/31/2023,117.47,83706912
30428666,Gold,1/31/2023,393.33,88720634
30484027,Basic,1/31/2023,272.71,49373254
30511779,Basic,1/31/2023,772.02,27792418
30518350,Gold,1/31/2023,490.85,51890044
30557885,Gold,1/31/2023,615.82,8403535
30565855,Joint,1/31/2023,982.05,70904378
30565855,Joint,1/31/2023,982.05,81271616
30623117,Gold,1/31/2023,266.92,50151829
30647433,Basic,1/31/2023,632.2,2623006
30657838,Platinum,1/31/2023,468.82,61000285
30671754,Gold,1/31/2023,621.9,55612207
30672740,Basic,1/31/2023,355.33,15961609
30688447,Gold,1/31/2023,555.31,78398178
30718836,Gold,1/31/2023,360.78,8555952
30723991,Platinum,1/31/2023,310.02,10717973
30758515,Gold,1/31/2023,35.74,70007817
30760024,Platinum,1/31/2023,766.43,37200864
30791105,Gold,1/31/2023,272.5,5583318
30929422,Gold,1/31/2023,161.53,96689399
30970897,Gold,1/31/2023,57.17,12931005
30977834,Basic,1/31/2023,203.99,91064183
30979429,Gold,1/31/2023,414.1,41409932
30990911,Basic,1/31/2023,997.59,41420858
31026801,Gold,1/31/2023,85.36,12635053
31131351,Basic,1/31/2023,278.94,5570440
31150830,Basic,1/31/2023,36.16,75097420
31158381,Basic,1/31/2023,514.96,9158113
31183587,Basic,1/31/2023,725,30225230
31187024,Basic,1/31/2023,950.41,63978141
31263913,Gold,1/31/2023,267.5,61058586
31319183,Gold,1/31/2023,407.92,21047696
31335654,Basic,1/31/2023,217.33,91072675
31367758,Basic,1/31/2023,536.16,20692177
31392168,Basic,1/31/2023,615.42,12801069
31525756,Platinum,1/31/2023,363.68,21467723
31537778,Gold,1/31/2023,335.19,86784712
31541158,Gold,1/31/2023,215.94,26991348
31557275,Gold,1/31/2023,362.05,9480631
31589468,Basic,1/31/2023,713.44,69031683
31594938,Basic,1/31/2023,486.88,81121130
31595213,Basic,1/31/2023,418.35,80269402
31661113,Gold,1/31/2023,309.32,14512226
31670977,Basic,1/31/2023,385.42,85473694
31680976,Gold,1/31/2023,327.79,35700806
31689747,Platinum,1/31/2023,907.21,4873041
31693244,Gold,1/31/2023,311.41,61073745
31759645,Platinum,1/31/2023,43.92,91212293
31770323,Gold,1/31/2023,666.66,94428213
31774984,Gold,1/31/2023,964.57,3083234
31826534,Basic,1/31/2023,541.64,40807713
31830289,Basic,1/31/2023,816.55,78845546
31873155,Gold,1/31/2023,351.03,98933834
31957459,Platinum,1/31/2023,758.69,8325933
31978646,Basic,1/31/2023,393.51,88467194
32019304,Basic,1/31/2023,961.49,48432681
32084810,Gold,1/31/2023,610.7,53084665
32092491,Platinum,1/31/2023,51.82,68247055
32109414,Gold,1/31/2023,967.31,54614330
32131123,Joint,1/31/2023,758.69,81915820
32131123,Joint,1/31/2023,758.69,68319772
32192958,Platinum,1/31/2023,209.37,26775795
32221529,Gold,1/31/2023,887.75,30953279
32221652,Platinum,1/31/2023,36.96,55167963
32261620,Gold,1/31/2023,55.43,7661424
32275676,Basic,1/31/2023,889.61,40568053
32308270,Gold,1/31/2023,976.53,50048247
32312381,Platinum,1/31/2023,742.85,11395152
32312410,Basic,1/31/2023,817.47,91702800
32370392,Gold,1/31/2023,369.09,1958523
32386770,Basic,1/31/2023,639.45,70105019
32390015,Basic,1/31/2023,529.35,91485796
32400822,Gold,1/31/2023,987.34,29648464
32408166,Basic,1/31/2023,261.63,25190126
32424424,Basic,1/31/2023,848.04,25900866
32474004,Basic,1/31/2023,509.41,9871326
32476086,Basic,1/31/2023,67.66,41633527
32597705,Gold,1/31/2023,869.89,71890303
32641357,Gold,1/31/2023,12.39,75656526
32679915,Gold,1/31/2023,841.31,73679209
32737909,Gold,1/31/2023,744.1,77118324
32803222,Gold,1/31/2023,827.92,16244085
32824719,Platinum,1/31/2023,502.37,57649244
32888555,Basic,1/31/2023,781.33,40092967
32930305,Basic,1/31/2023,49.71,10761968
32934183,Basic,1/31/2023,917.81,95733394
32973728,Basic,1/31/2023,321.03,9974328
32991596,Basic,1/31/2023,755.92,52549127
33014501,Gold,1/31/2023,454.35,86028572
33112628,Basic,1/31/2023,879.2,13936334
33116647,Basic,1/31/2023,391.76,59471184
33159039,Gold,1/31/2023,100.51,51082055
33168725,Gold,1/31/2023,211.44,21748606
33173974,Gold,1/31/2023,94.47,67535197
33202593,Basic,1/31/2023,329.25,9483755
33240853,Platinum,1/31/2023,985.46,56611209
33259781,Basic,1/31/2023,923.18,92696403
33270307,Gold,1/31/2023,38.51,54346175
33348876,Gold,1/31/2023,267.33,37650407
33351056,Gold,1/31/2023,597.06,26654647
33381880,Basic,1/31/2023,682.27,91627594
33403100,Platinum,1/31/2023,270.23,91971156
33414190,Gold,1/31/2023,204.38,65058794
33424425,Gold,1/31/2023,23.18,72899701
33470885,Basic,1/31/2023,531.96,26051326
33505838,Basic,1/31/2023,76.39,14227144
33527603,Gold,1/31/2023,413.42,2150952
33527759,Platinum,1/31/2023,245.55,37481499
33561341,Platinum,1/31/2023,749.16,82968811
33632099,Platinum,1/31/2023,943.81,97250100
33634912,Basic,1/31/2023,888.99,96705548
33749113,Gold,1/31/2023,590.37,81539289
33749812,Gold,1/31/2023,121.02,24291482
33750944,Gold,1/31/2023,100.44,30883293
33771855,Gold,1/31/2023,886.78,14555124
33806253,Platinum,1/31/2023,847.44,33170611
33832864,Joint,1/31/2023,46.85,11589612
33832864,Joint,1/31/2023,46.85,96513143
33906740,Basic,1/31/2023,820.46,53412086
33914941,Basic,1/31/2023,665.9,25370977
33915504,Platinum,1/31/2023,742.98,26953524
33967237,Platinum,1/31/2023,324.8,48630789
34017695,Basic,1/31/2023,672.46,78166725
34027487,Platinum,1/31/2023,54.87,50348913
34112514,Platinum,1/31/2023,974.1,25508265
34128127,Gold,1/31/2023,275.83,57153747
34158235,Gold,1/31/2023,50.76,99055845
34190086,Gold,1/31/2023,890.87,92251294
34252525,Platinum,1/31/2023,107.18,22597750
34264499,Gold,1/31/2023,864.86,33110483
34275044,Basic,1/31/2023,532.29,61445573
34284479,Gold,1/31/2023,74.46,57569169
34336001,Basic,1/31/2023,396.75,49496369
34351752,Basic,1/31/2023,30.31,85016262
34374766,Basic,1/31/2023,916.09,76796678
34400277,Gold,1/31/2023,207.59,25267812
34403979,Platinum,1/31/2023,101.14,47237519
34461285,Basic,1/31/2023,149.82,48127297
34482885,Gold,1/31/2023,359.84,69556489
34650969,Basic,1/31/2023,177.82,23142281
34681193,Platinum,1/31/2023,183.13,47004033
34866268,Gold,1/31/2023,516.92,71355157
34867145,Gold,1/31/2023,212.16,79121675
34902863,Gold,1/31/2023,31.36,21811388
34908905,Gold,1/31/2023,887.49,55079356
34921262,Gold,1/31/2023,971.82,31671267
34960760,Basic,1/31/2023,981.79,82019995
35038984,Gold,1/31/2023,566.36,28915182
35051369,Basic,1/31/2023,637.18,93512377
35082945,Basic,1/31/2023,713.95,64848329
35083564,Gold,1/31/2023,599.99,28582029
35126236,Gold,1/31/2023,739.8,4087172
35160368,Platinum,1/31/2023,53.59,54257012
35177782,Gold,1/31/2023,79.03,88451018
35194218,Gold,1/31/2023,842.34,86156240
35197451,Basic,1/31/2023,411.69,47674095
35210460,Gold,1/31/2023,185.3,99829830
35293864,Gold,1/31/2023,592.55,33499472
35321469,Basic,1/31/2023,194.57,33626111
35330225,Basic,1/31/2023,717.9,64616595
35345678,Basic,1/31/2023,381.43,76409263
35379604,Gold,1/31/2023,171.68,34047953
35391237,Gold,1/31/2023,412.06,64005646
35391340,Gold,1/31/2023,886.56,56730017
35405748,Platinum,1/31/2023,19.49,53977448
35445202,Basic,1/31/2023,972.48,74336769
35506101,Gold,1/31/2023,713.65,39867567
35510004,Gold,1/31/2023,723.62,22701486
35539408,Basic,1/31/2023,469.13,80835145
35540836,Gold,1/31/2023,17.91,81905581
35549277,Basic,1/31/2023,505.72,14329904
35555120,Gold,1/31/2023,598.72,24714906
35564578,Gold,1/31/2023,621.37,39971843
35574156,Gold,1/31/2023,471.05,87057926
35614465,Gold,1/31/2023,276.17,50574166
35616763,Gold,1/31/2023,279.43,62991755
35633136,Gold,1/31/2023,603.11,14537251
35642953,Gold,1/31/2023,137.26,52800000
35652360,Basic,1/31/2023,41.81,29915790
35698347,Basic,1/31/2023,258.22,22189884
35712712,Gold,1/31/2023,828.88,93121627
35721788,Gold,1/31/2023,837.07,66744530
35726421,Basic,1/31/2023,379.1,39926530
35746207,Platinum,1/31/2023,785.36,59569516
35762783,Platinum,1/31/2023,346.14,38458244
35772673,Gold,1/31/2023,517.9,1004731
35799522,Basic,1/31/2023,750.79,89060064
35805852,Basic,1/31/2023,886.37,25130790
35827625,Basic,1/31/2023,445.63,56538113
35869347,Gold,1/31/2023,768.74,51152895
35948735,Platinum,1/31/2023,117.14,88507045
35996817,Platinum,1/31/2023,187.89,30085507
36007496,Basic,1/31/2023,239.44,25314338
36106467,Gold,1/31/2023,720.17,55333685
36110938,Gold,1/31/2023,532.77,47342581
36112473,Gold,1/31/2023,530.67,64646257
36114551,Joint,1/31/2023,876.22,94427744
36114551,Joint,1/31/2023,876.22,85245755
36126802,Platinum,1/31/2023,617.04,6555938
36131723,Basic,1/31/2023,602.96,58142325
36141472,Basic,1/31/2023,656.7,65639934
36143004,Gold,1/31/2023,256.22,19931271
36171568,Gold,1/31/2023,343.44,7955303
36192947,Gold,1/31/2023,744.33,44496405
36197772,Basic,1/31/2023,962.03,89666507
36258926,Basic,1/31/2023,549.71,35709659
36259936,Gold,1/31/2023,628.23,93710792
36296704,Basic,1/31/2023,491.31,36928251
36327122,Gold,1/31/2023,808.81,84996627
36389309,Platinum,1/31/2023,469.45,49643238
36393557,Basic,1/31/2023,407.12,11229225
36419197,Basic,1/31/2023,627.78,90878295
36425954,Gold,1/31/2023,93.85,44498467
36519974,Platinum,1/31/2023,922.41,67992334
36549889,Basic,1/31/2023,760.2,63345588
36551112,Joint,1/31/2023,976.02,13639076
36551112,Joint,1/31/2023,976.02,82390119
36596942,Basic,1/31/2023,550.9,61783729
36611100,Gold,1/31/2023,485.06,84067720
36636385,Gold,1/31/2023,985.55,1080018
36668239,Basic,1/31/2023,566.32,51630527
36692647,Gold,1/31/2023,710.29,47610942
36696277,Gold,1/31/2023,395.42,50113535
36725272,Basic,1/31/2023,52.82,62022022
36837451,Gold,1/31/2023,429.52,40232666
36841261,Platinum,1/31/2023,172.37,8893210
36849841,Gold,1/31/2023,593.56,11311658
36871984,Basic,1/31/2023,949.89,89190869
36949196,Platinum,1/31/2023,614.22,95536480
36982820,Gold,1/31/2023,833.46,44313496
37004975,Basic,1/31/2023,635.77,78209509
37017424,Basic,1/31/2023,71.34,8434185
37062632,Gold,1/31/2023,366.72,45737262
37146521,Platinum,1/31/2023,471.64,278154
37164421,Gold,1/31/2023,302.68,90073871
37247834,Gold,1/31/2023,319.19,65598253
37256412,Gold,1/31/2023,24.43,62294750
37267391,Basic,1/31/2023,819.11,48955985
37273974,Basic,1/31/2023,533.14,7131244
37274865,Platinum,1/31/2023,95.23,10098095
37297429,Gold,1/31/2023,693.82,79999260
37319261,Basic,1/31/2023,574.42,41867130
37369245,Gold,1/31/2023,446.65,24436370
37407392,Platinum,1/31/2023,822.17,80609649
37443706,Gold,1/31/2023,621.08,30332672
37503622,Gold,1/31/2023,630.18,74993234
37510139,Gold,1/31/2023,546.33,91551763
37528735,Platinum,1/31/2023,368.39,59394596
37561049,Platinum,1/31/2023,903.95,83296882
37599317,Basic,1/31/2023,177.32,55665073
37642787,Gold,1/31/2023,396.03,77420822
37658218,Basic,1/31/2023,561.27,74753436
37678813,Basic,1/31/2023,767.56,85861976
37767441,Gold,1/31/2023,726.46,55011478
37789180,Gold,1/31/2023,854.05,33936785
37796234,Gold,1/31/2023,992.46,99560093
37830423,Platinum,1/31/2023,285.5,35377477
37878074,Basic,1/31/2023,647.56,2335740
37905098,Gold,1/31/2023,389.98,34829859
37936898,Gold,1/31/2023,745.79,2812975
37945317,Basic,1/31/2023,8.24,25313247
37953007,Basic,1/31/2023,440.78,48252046
38032055,Gold,1/31/2023,416.47,66522209
38038623,Gold,1/31/2023,526.98,3038105
38124225,Gold,1/31/2023,943.59,45992804
38157078,Basic,1/31/2023,756.55,81021645
38224160,Basic,1/31/2023,701.82,15203079
38291062,Basic,1/31/2023,486.68,12028708
38316158,Gold,1/31/2023,138.4,75856615
38346624,Gold,1/31/2023,740.09,52322740
38395807,Basic,1/31/2023,463.52,17340374
38428295,Basic,1/31/2023,690.12,34310741
38429514,Basic,1/31/2023,627.62,27080723
38442044,Gold,1/31/2023,106.95,58004543
38487215,Gold,1/31/2023,780.01,13709133
38495059,Gold,1/31/2023,14.18,97553464
38502892,Basic,1/31/2023,600.32,76946264
38528119,Basic,1/31/2023,165.9,27058059
38558525,Platinum,1/31/2023,833.07,66908525
38564653,Basic,1/31/2023,647.95,44954879
38587383,Gold,1/31/2023,579.12,70615980
38606148,Gold,1/31/2023,956.59,35531295
38627867,Basic,1/31/2023,132.74,6435379
38690875,Platinum,1/31/2023,320.39,74090283
38740782,Platinum,1/31/2023,702.64,736779
38749064,Gold,1/31/2023,569.98,11822535
38764064,Basic,1/31/2023,648.12,84678960
38780970,Platinum,1/31/2023,846.59,94109871
38839019,Gold,1/31/2023,187.15,50795329
38903150,Basic,1/31/2023,263.28,97947050
38921478,Gold,1/31/2023,641.48,58538323
38957380,Gold,1/31/2023,37.95,12349205
38969279,Gold,1/31/2023,195.74,62429538
38990596,Gold,1/31/2023,108.78,91539300
38991889,Basic,1/31/2023,292.35,98384742
39001531,Platinum,1/31/2023,882.34,2954403
39013360,Joint,1/31/2023,987.76,78561748
39013360,Joint,1/31/2023,987.76,63534356
39061853,Basic,1/31/2023,353.93,38210489
39093565,Basic,1/31/2023,107.2,8430162
39097663,Basic,1/31/2023,326.42,42008538
39122920,Platinum,1/31/2023,445.68,41132119
39123048,Gold,1/31/2023,687.59,25621122
39160879,Gold,1/31/2023,444.15,82553279
39161053,Gold,1/31/2023,375.28,58940170
39267013,Basic,1/31/2023,516.74,36802473
39298122,Platinum,1/31/2023,607.25,23072733
39360799,Platinum,1/31/2023,379.72,15112201
39386771,Basic,1/31/2023,171.52,52103007
39398476,Gold,1/31/2023,541.52,5439992
39400991,Basic,1/31/2023,896.44,52791654
39402264,Gold,1/31/2023,993.04,73519658
39427922,Platinum,1/31/2023,794.1,98995896
39491241,Gold,1/31/2023,564,80901114
39502821,Gold,1/31/2023,924.88,26972090
39504855,Platinum,1/31/2023,890.63,2628609
39516154,Gold,1/31/2023,620.87,43881787
39516203,Basic,1/31/2023,689.19,25074037
39529729,Gold,1/31/2023,425.66,73144789
39542358,Basic,1/31/2023,671.28,37518163
39590347,Gold,1/31/2023,180.22,77222761
39602737,Platinum,1/31/2023,881.44,65962298
39620163,Platinum,1/31/2023,126.08,20393847
39623640,Platinum,1/31/2023,617.74,22741696
39662559,Gold,1/31/2023,536.88,32150915
39684993,Gold,1/31/2023,168.99,42525255
39710099,Gold,1/31/2023,155.88,61465279
39744047,Platinum,1/31/2023,505.93,20154140
39749381,Basic,1/31/2023,576.13,15674501
39772392,Gold,1/31/2023,370.34,69452505
39822234,Basic,1/31/2023,718.73,99064632
39863459,Gold,1/31/2023,387.4,18572112
39875057,Gold,1/31/2023,126.02,78022489
39920664,Gold,1/31/2023,627.45,23585501
39974803,Platinum,1/31/2023,567.93,60172427
40004707,Gold,1/31/2023,206.15,65737515
40039031,Gold,1/31/2023,124.72,85969311
40048102,Platinum,1/31/2023,519.25,95704743
40082477,Gold,1/31/2023,171.74,83174850
40082950,Basic,1/31/2023,322.41,43239893
40091206,Gold,1/31/2023,812.34,67385979
40098771,Basic,1/31/2023,742.62,69528108
40098912,Basic,1/31/2023,951.18,80156871
40112082,Gold,1/31/2023,289.68,51768902
40127778,Basic,1/31/2023,196.74,38711533
40176462,Basic,1/31/2023,193.24,13440566
40189934,Gold,1/31/2023,804.21,80955918
40224914,Basic,1/31/2023,53.1,92835611
40247376,Gold,1/31/2023,209.78,18060504
40374724,Gold,1/31/2023,692.58,97109669
40436811,Basic,1/31/2023,445.93,68519043
40507682,Gold,1/31/2023,524.63,71575284
40530538,Gold,1/31/2023,364.98,15661240
40548885,Basic,1/31/2023,160.32,10594839
40550712,Gold,1/31/2023,511.4,59135495
40551490,Basic,1/31/2023,569.45,13651634
40600852,Basic,1/31/2023,15.08,267818
40631802,Basic,1/31/2023,104.96,72704394
40673170,Basic,1/31/2023,124.66,83618496
40712298,Joint,1/31/2023,781.72,86277626
40712298,Joint,1/31/2023,781.72,2651830
40745545,Basic,1/31/2023,460.29,14182080
40745965,Gold,1/31/2023,654.15,76131665
40797438,Basic,1/31/2023,679.38,14837725
40813783,Gold,1/31/2023,288.51,24705999
40872555,Gold,1/31/2023,115.88,77433044
40898013,Basic,1/31/2023,650.33,30985609
40906801,Gold,1/31/2023,83.77,19500096
41022448,Joint,1/31/2023,37.89,46836200
41022448,Joint,1/31/2023,37.89,72509981
41036701,Gold,1/31/2023,249.29,91919037
41038634,Platinum,1/31/2023,802.08,37385272
41085190,Basic,1/31/2023,78.73,16982197
41170515,Basic,1/31/2023,713.46,15970555
41194009,Basic,1/31/2023,585.15,18113297
41211432,Gold,1/31/2023,205,28741740
41245288,Gold,1/31/2023,540.61,86165486
41245805,Basic,1/31/2023,753.91,40825493
41252281,Gold,1/31/2023,834.88,32690875
41282329,Gold,1/31/2023,80.32,50169321
41356963,Gold,1/31/2023,398.3,14217917
41420018,Gold,1/31/2023,816.5,78769469
41542689,Gold,1/31/2023,246.73,35634369
41561470,Gold,1/31/2023,750.8,70010884
41574018,Platinum,1/31/2023,254.89,70821487
41584073,Platinum,1/31/2023,561.74,6612789
41664336,Basic,1/31/2023,853.37,15981216
41706310,Platinum,1/31/2023,126.08,68523558
41716822,Gold,1/31/2023,418.05,69600677
41741558,Gold,1/31/2023,435.71,48571727
41755476,Basic,1/31/2023,72.71,91537902
41773473,Basic,1/31/2023,355,9734327
41778536,Platinum,1/31/2023,722.03,72192315
41852767,Basic,1/31/2023,993.36,61886074
41879906,Basic,1/31/2023,29.05,34287638
41881442,Basic,1/31/2023,650.34,54865763
41914097,Basic,1/31/2023,921.06,58489751
41919083,Basic,1/31/2023,884.52,44388049
41954037,Platinum,1/31/2023,768.8,90831161
41972741,Gold,1/31/2023,374.09,63961186
41981752,Basic,1/31/2023,843.61,5151081
42017456,Basic,1/31/2023,947.67,50926457
42181728,Gold,1/31/2023,51.89,3025111
42202867,Gold,1/31/2023,614.83,14296889
42232896,Gold,1/31/2023,647.99,99068136
42235537,Basic,1/31/2023,165.2,49493557
42245590,Gold,1/31/2023,229.01,76509276
42255054,Gold,1/31/2023,550.4,13917841
42268900,Gold,1/31/2023,521.35,39942648
42300418,Gold,1/31/2023,151.39,11007711
42311039,Gold,1/31/2023,98.95,19199010
42322494,Gold,1/31/2023,486.58,83964918
42340050,Basic,1/31/2023,935.61,61687744
42396753,Basic,1/31/2023,628.86,91401926
42509068,Gold,1/31/2023,890.56,43895840
42515631,Gold,1/31/2023,186.74,86653015
42546381,Gold,1/31/2023,409.3,10655417
42589255,Gold,1/31/2023,282.84,85453443
42602631,Gold,1/31/2023,539.62,59668850
42652193,Gold,1/31/2023,566.53,75578843
42726921,Basic,1/31/2023,590.15,15970213
42726928,Platinum,1/31/2023,601.3,83830416
42746180,Gold,1/31/2023,12.15,21573282
42752982,Basic,1/31/2023,526.19,88921863
42783101,Gold,1/31/2023,289.82,21705549
42813808,Platinum,1/31/2023,633.08,21302449
42838186,Gold,1/31/2023,466.48,43499450
42882563,Basic,1/31/2023,419.69,90976489
42889744,Platinum,1/31/2023,223.01,59294702
43017336,Platinum,1/31/2023,935.99,81278660
43017598,Gold,1/31/2023,151.6,86400110
43032836,Basic,1/31/2023,386.83,38446934
43064169,Basic,1/31/2023,555.44,60315798
43074888,Basic,1/31/2023,779.86,19123222
43080619,Gold,1/31/2023,426.64,944068
43140934,Platinum,1/31/2023,820.81,10107183
43257373,Gold,1/31/2023,483.49,36161243
43265708,Basic,1/31/2023,814,10620629
43312288,Platinum,1/31/2023,830.91,28836091
43329727,Gold,1/31/2023,477.69,18734931
43330367,Platinum,1/31/2023,172.38,86588183
43338400,Basic,1/31/2023,783.12,17745182
43354643,Basic,1/31/2023,863.38,7896093
43365633,Gold,1/31/2023,57.11,57014024
43368978,Gold,1/31/2023,133.07,13021708
43387803,Platinum,1/31/2023,646.4,5970447
43417466,Joint,1/31/2023,874.02,28143271
43417466,Joint,1/31/2023,874.02,48150291
43420385,Platinum,1/31/2023,881.49,2712087
43453543,Gold,1/31/2023,890.67,46935950
43490748,Gold,1/31/2023,807.92,99114958
43499771,Gold,1/31/2023,28.4,35613452
43541008,Gold,1/31/2023,413.2,66489980
43597919,Platinum,1/31/2023,906.64,18361035
43616790,Gold,1/31/2023,365.67,99599289
43623061,Gold,1/31/2023,724.39,52850956
43772330,Joint,1/31/2023,701.52,17346825
43772330,Joint,1/31/2023,701.52,98580711
43781476,Gold,1/31/2023,28.83,63473321
43811112,Gold,1/31/2023,99.92,79342137
43830772,Gold,1/31/2023,158.17,75294584
43843937,Basic,1/31/2023,79.03,86783981
43858112,Gold,1/31/2023,641.78,17407372
43860538,Gold,1/31/2023,478.05,33576734
43892675,Basic,1/31/2023,997.95,85904052
43930935,Gold,1/31/2023,651.22,36406169
43979238,Gold,1/31/2023,68.08,13253933
44007497,Platinum,1/31/2023,331.92,59278491
44009985,Platinum,1/31/2023,763.43,49074813
44019515,Platinum,1/31/2023,312.63,48205365
44066457,Basic,1/31/2023,18.09,95080512
44075619,Platinum,1/31/2023,979,16591003
44130477,Platinum,1/31/2023,918,94182963
44133867,Platinum,1/31/2023,358.61,54780635
44140049,Basic,1/31/2023,372.02,37331335
44145489,Gold,1/31/2023,635.75,37020061
44162563,Platinum,1/31/2023,325.77,22028992
44164363,Gold,1/31/2023,998.43,41991261
44228646,Platinum,1/31/2023,651.3,48059914
44234432,Basic,1/31/2023,399.17,46780896
44239230,Platinum,1/31/2023,390.94,5634387
44242297,Basic,1/31/2023,388.02,81377727
44243236,Gold,1/31/2023,797.95,26657467
44272912,Gold,1/31/2023,448.18,5859329
44281556,Gold,1/31/2023,70.7,15702160
44310966,Gold,1/31/2023,361.02,15287262
44317934,Gold,1/31/2023,920.21,16507343
44331942,Basic,1/31/2023,389.13,43841148
44358901,Gold,1/31/2023,576.73,25136303
44364430,Gold,1/31/2023,306.44,8536668
44368280,Gold,1/31/2023,291.54,79114337
44378133,Basic,1/31/2023,721.21,25927316
44389169,Gold,1/31/2023,978.69,13681150
44413402,Joint,1/31/2023,75.55,41480410
44413402,Joint,1/31/2023,75.55,87752795
44427272,Gold,1/31/2023,970.1,82418659
44474369,Gold,1/31/2023,663.93,86144002
44516940,Gold,1/31/2023,930.17,26616249
44537960,Gold,1/31/2023,675.03,92482138
44564500,Gold,1/31/2023,355.18,74629517
44586370,Gold,1/31/2023,440.56,52060262
44626164,Basic,1/31/2023,915.14,83863026
44662337,Basic,1/31/2023,768.12,70352857
44701536,Gold,1/31/2023,995.4,37366312
44711172,Gold,1/31/2023,382.83,18215644
44759468,Gold,1/31/2023,962.91,75531961
44794340,Gold,1/31/2023,488.91,59556332
44812075,Basic,1/31/2023,863.71,32596411
44816910,Basic,1/31/2023,185.51,88007891
44873253,Gold,1/31/2023,660.51,93022173
44902994,Basic,1/31/2023,790.34,38763037
44912164,Basic,1/31/2023,355.61,72953865
45015534,Basic,1/31/2023,215.54,49036645
45015570,Platinum,1/31/2023,905.57,60230225
45020832,Basic,1/31/2023,104.89,18775761
45021115,Basic,1/31/2023,464.27,74849834
45021398,Gold,1/31/2023,783.24,29688014
45026430,Gold,1/31/2023,745.31,9609191
45027876,Gold,1/31/2023,80.13,22090819
45029598,Gold,1/31/2023,558.87,30124635
45067158,Basic,1/31/2023,115.23,72419110
45089475,Gold,1/31/2023,676.92,9075825
45111669,Gold,1/31/2023,459.28,2860335
45161114,Basic,1/31/2023,282.6,87518472
45196342,Gold,1/31/2023,402.48,48875359
45238909,Gold,1/31/2023,904.83,62482016
45242171,Platinum,1/31/2023,174.66,47758517
