,Account Holder ID,Name,Date of Birth,Contact Number,First Line of Address,Account Number,Account Type,Balance Date,Balance
527,40991911,Violet Hyland,05/06/1984,7134387935,33884 Florence Drive,29473763,Gold,2023-01-31,724.82
528,16977880,Granger Northey,04/01/2004,7575157304,42 Riverside Point,29489865,Basic,2023-01-31,854.53
529,19500695,Burch Bonicelli,11/10/1985,7841077639,212 Shoshone Drive,29527534,Basic,2023-01-31,355.57
530,50760979,Ogden Andreopolos,18/01/1965,7890984671,167 Norway Maple Street,29631870,Gold,2023-01-31,694.99
531,96323829,Barbaraanne Fredi,01/04/1963,7544564107,104 Dawn Drive,29638033,Gold,2023-01-31,537.95
532,38165115,Sheff Knewstub,21/12/1960,7104862201,9 Loftsgordon Point,29639626,Gold,2023-01-31,985.7
533,56254022,Ginger Pinnion,13/05/1957,7564846861,1 Southridge Trail,29705419,Gold,2023-01-31,799.07
534,97546889,Giana Boulger,07/01/1946,7683773172,17 Meadow Vale Hill,29878790,Gold,2023-01-31,360.74
535,7217155,Gloriana Shovlin,03/10/1970,7544272381,37 Corry Point,29887258,Basic,2023-01-31,392.91
536,158190,Ave Slayton,24/07/1954,7726581327,9 Marquette Way,29958061,Gold,2023-01-31,17.43
537,57017309,Jennee Netting,26/12/1939,7170589493,8907 Straubel Pass,30030650,Basic,2023-01-31,414.27
538,31939435,Gladi Penson,18/07/1985,7978945107,3778 Anderson Circle,30058030,Gold,2023-01-31,39.21
539,4306281,Marve Broodes,17/10/1941,7292034852,9 Blue Bill Park Court,30093672,Gold,2023-01-31,939.77
540,45680375,Roland Scarasbrick,28/03/1959,7854741684,21904 Heffernan Trail,30235398,Basic,2023-01-31,973.95
541,93410,Rodolph Songhurst,14/06/1945,7404196186,3 Cardinal Center,30237685,Gold,2023-01-31,751.93
542,45233743,Marsiella Barg,13/11/1941,7719408689,777 Dennis Point,30279114,Basic,2023-01-31,951.13
543,34374206,Kennan Roomes,22/05/1969,7376999770,1 Magdeline Road,30312615,Gold,2023-01-31,659.36
544,67226524,Rana Oades,04/06/1996,7510201310,251 Red Cloud Drive,30372316,Gold,2023-01-31,189.39
545,1420664,Devlen Rous,25/07/1986,7351387322,4 Hudson Crossing,30374840,Basic,2023-01-31,564.42
546,83706912,Cory Garment,28/01/1949,7811382365,43 Dennis Hill,30409599,Gold,2023-01-31,117.47
547,88720634,Tate Cudmore,27/05/1964,7451285305,56 Utah Lane,30428666,Gold,2023-01-31,393.33
548,49373254,Clevie Doche,18/10/1931,7315183900,59571 Vera Drive,30484027,Basic,2023-01-31,272.71
549,27792418,Arnaldo Darbyshire,18/07/1940,7516639868,95172 Maryland Park,30511779,Basic,2023-01-31,772.02
550,51890044,Hartley MacFadyen,22/09/1945,7938202043,50544 Upham Parkway,30518350,Gold,2023-01-31,490.85
551,8403535,Binnie Dolby,05/05/1946,7557487689,28 Fulton Hill,30557885,Gold,2023-01-31,615.82
552,50151829,Hedwig Lehrer,01/12/2003,7707692226,848 Northview Center,30623117,Gold,2023-01-31,266.92
553,2623006,Leigh Carmo,23/12/1966,7131113522,81703 Haas Lane,30647433,Basic,2023-01-31,632.2
554,55612207,Lew Coan,07/04/1979,7164911266,231 Corben Junction,30671754,Gold,2023-01-31,621.9
555,15961609,Elisha Stobbes,19/10/1935,7137568929,32 Alpine Way,30672740,Basic,2023-01-31,355.33
556,78398178,Phillip McLeese,12/04/1961,7643644650,8 Walton Drive,30688447,Gold,2023-01-31,555.31
557,8555952,Suzette Guilford,16/06/1936,7820102363,23519 Lerdahl Point,30718836,Gold,2023-01-31,360.78
558,70007817,Elena Estrella,02/11/1961,7591124974,369 Algoma Terrace,30758515,Gold,2023-01-31,35.74
559,5583318,Shandie Tremlett,09/10/1999,7881634245,5582 Starling Park,30791105,Gold,2023-01-31,272.5
560,96689399,Eyde Swinney,03/12/1957,7404574718,9 5th Parkway,30929422,Gold,2023-01-31,161.53
561,12931005,Kirsteni Netting,08/03/1946,7993688242,89645 Marcy Crossing,30970897,Gold,2023-01-31,57.17
562,91064183,Spike Conerding,14/05/1967,7381362276,7 Corry Avenue,30977834,Basic,2023-01-31,203.99
563,41409932,Jillian Tschirschky,14/02/1973,7955373595,98 Bunting Place,30979429,Gold,2023-01-31,414.1
564,41420858,Shanna Harrie,11/02/1946,7838387322,8 Del Mar Point,30990911,Basic,2023-01-31,997.59
565,12635053,Aubrette Wilshaw,05/08/1977,7579179543,755 Golden Leaf Road,31026801,Gold,2023-01-31,85.36
566,5570440,Danica Feldhammer,26/09/1937,7497290764,16 Ryan Center,31131351,Basic,2023-01-31,278.94
567,75097420,Torre De Coursey,29/05/1959,7582790689,56628 Prairie Rose Place,31150830,Basic,2023-01-31,36.16
568,9158113,Jamal Bonfield,13/05/1956,7271478548,85859 Sunnyside Point,31158381,Basic,2023-01-31,514.96
569,30225230,Bonny Marrion,28/11/1951,7637333252,4266 Annamark Trail,31183587,Basic,2023-01-31,725.0
570,63978141,Reggie Sagerson,12/01/1973,7498137015,158 Sloan Terrace,31187024,Basic,2023-01-31,950.41
571,61058586,Aurel Hannaford,11/12/1988,7315655511,9 Pearson Parkway,31263913,Gold,2023-01-31,267.5
572,21047696,Christa Turtle,18/02/1957,7578428758,7371 Transport Hill,31319183,Gold,2023-01-31,407.92
573,91072675,Mirna Ormesher,12/07/1964,7504856467,6743 Kedzie Alley,31335654,Basic,2023-01-31,217.33
574,20692177,Maddalena Pretley,06/12/1958,7946401378,27 Crowley Alley,31367758,Basic,2023-01-31,536.16
575,12801069,Lynda Mustard,08/05/1946,7191259709,1 Sauthoff Terrace,31392168,Basic,2023-01-31,615.42
576,86784712,Agustin Kittiman,12/03/1955,7145346568,96 Garrison Crossing,31537778,Gold,2023-01-31,335.19
577,26991348,Ellissa Stubbings,31/07/1940,7702170207,158 Homewood Alley,31541158,Gold,2023-01-31,215.94
578,9480631,Baron Pohl,01/09/1993,7779068707,7224 Sachtjen Junction,31557275,Gold,2023-01-31,362.05
579,69031683,Therese Arkin,01/10/1954,7574617883,76331 Darwin Lane,31589468,Basic,2023-01-31,713.44
580,81121130,Moises Pullinger,12/03/1954,7629362709,7967 Oakridge Park,31594938,Basic,2023-01-31,486.88
581,80269402,Barnie Yanin,08/01/1985,7600452879,4 Fuller Avenue,31595213,Basic,2023-01-31,418.35
582,14512226,Trev Bolesma,01/04/1993,7279917962,4 Buena Vista Way,31661113,Gold,2023-01-31,309.32
583,85473694,Arda Wofenden,15/09/1964,7656245152,212 Park Meadow Plaza,31670977,Basic,2023-01-31,385.42
584,35700806,Germain Clubb,23/02/1999,7336434478,3 Leroy Way,31680976,Gold,2023-01-31,327.79
585,61073745,Symon Jerschke,19/05/2002,7649917495,2880 Bluestem Street,31693244,Gold,2023-01-31,311.41
586,94428213,Maddy Thatcher,15/12/1933,7617883129,7156 Rowland Hill,31770323,Gold,2023-01-31,666.66
587,3083234,Marion Collings,23/06/1970,7313027142,7 Fairview Way,31774984,Gold,2023-01-31,964.57
588,40807713,Jobina Tinkham,18/05/1945,7613331585,2 Village Green Drive,31826534,Basic,2023-01-31,541.64
589,78845546,Laureen Barthrop,05/10/1993,7593623681,83 Dayton Street,31830289,Basic,2023-01-31,816.55
590,98933834,Bendicty Nerney,30/01/1947,7691007817,88 Crownhardt Terrace,31873155,Gold,2023-01-31,351.03
591,88467194,Kylynn Slade,29/01/1941,7748635162,24557 Eagan Place,31978646,Basic,2023-01-31,393.51
592,48432681,Almire Ayscough,17/07/1959,7787065205,616 Mesta Circle,32019304,Basic,2023-01-31,961.49
593,53084665,Vic Heggs,19/08/1946,7142154273,52290 Evergreen Point,32084810,Gold,2023-01-31,610.7
594,54614330,Jules Cicculi,07/05/1950,7746468675,67280 Melrose Junction,32109414,Gold,2023-01-31,967.31
595,30953279,Evin Briddock,14/06/1957,7322135486,51978 Acker Center,32221529,Gold,2023-01-31,887.75
596,7661424,Joelle Goldsmith,27/09/1962,7565775445,77 Red Cloud Hill,32261620,Gold,2023-01-31,55.43
597,40568053,Querida Henworth,05/02/1990,7319860075,5 Rutledge Court,32275676,Basic,2023-01-31,889.61
598,50048247,Alley Hazeman,13/07/1932,7104529577,9991 Heffernan Court,32308270,Gold,2023-01-31,976.53
599,91702800,Hayes Bodker,02/08/1973,7345274630,8760 Lakewood Court,32312410,Basic,2023-01-31,817.47
600,1958523,Cirstoforo McGrae,18/05/1990,7171419999,808 Main Lane,32370392,Gold,2023-01-31,369.09
601,70105019,Devan Balaam,07/07/1948,7224264245,13437 Meadow Ridge Road,32386770,Basic,2023-01-31,639.45
602,91485796,Dorris Jakubiak,24/06/2000,7536622547,68 Artisan Alley,32390015,Basic,2023-01-31,529.35
603,29648464,Van Barritt,26/10/1995,7622614912,5 Emmet Junction,32400822,Gold,2023-01-31,987.34
604,25190126,Chelsea Pattle,20/08/1984,7879206294,878 Riverside Pass,32408166,Basic,2023-01-31,261.63
605,25900866,Rhiamon Seelbach,19/01/1970,7506278807,7037 Forster Junction,32424424,Basic,2023-01-31,848.04
606,9871326,Carmina Dursley,10/12/1956,7799478752,4816 Macpherson Avenue,32474004,Basic,2023-01-31,509.41
607,41633527,Carrie Paal,27/11/1938,7538757318,5734 Atwood Trail,32476086,Basic,2023-01-31,67.66
608,71890303,Ferdie Alford,03/02/1978,7232434188,67524 Dahle Avenue,32597705,Gold,2023-01-31,869.89
609,75656526,Rozina Kingsnod,15/05/1949,7846877412,5 Grover Court,32641357,Gold,2023-01-31,12.39
610,73679209,Fielding Boschmann,25/07/1936,7322878145,405 Birchwood Circle,32679915,Gold,2023-01-31,841.31
611,77118324,Jerrilyn Thying,15/12/1971,7996824726,98626 Trailsway Point,32737909,Gold,2023-01-31,744.1
612,16244085,Otto Maclaine,17/11/1934,7591338721,398 Maryland Hill,32803222,Gold,2023-01-31,827.92
613,40092967,Hughie Stienham,30/10/1937,7609571825,1 Sunbrook Terrace,32888555,Basic,2023-01-31,781.33
614,10761968,Erika Knagges,05/03/1985,7761926444,9 Chinook Point,32930305,Basic,2023-01-31,49.71
615,95733394,Clyde Boliver,12/09/1959,7261902628,8713 Lakeland Center,32934183,Basic,2023-01-31,917.81
616,9974328,Nan Crosetto,25/12/1941,7199500919,538 Thackeray Place,32973728,Basic,2023-01-31,321.03
617,52549127,Wandis Gavini,05/06/1991,7155730908,3 Pawling Trail,32991596,Basic,2023-01-31,755.92
618,86028572,Gill Lanning,11/11/1993,7767166078,96 Lakewood Road,33014501,Gold,2023-01-31,454.35
619,13936334,Dorolisa Doe,11/12/2004,7223777827,19 Lighthouse Bay Hill,33112628,Basic,2023-01-31,879.2
620,59471184,Kristos Mitchelmore,07/04/1986,7392923109,54 Loftsgordon Point,33116647,Basic,2023-01-31,391.76
621,51082055,Alisha Flucker,05/11/2003,7662523348,2887 Melby Pass,33159039,Gold,2023-01-31,100.51
622,21748606,L;urette Gottschalk,02/01/1964,7963268336,83 Emmet Parkway,33168725,Gold,2023-01-31,211.44
623,67535197,Cornell Cleverly,26/02/1945,7289509560,4 Anniversary Point,33173974,Gold,2023-01-31,94.47
624,9483755,Tabbie Hubbis,19/03/1971,7401284322,640 Forster Junction,33202593,Basic,2023-01-31,329.25
625,92696403,Clywd Beetlestone,11/04/1999,7679945300,5 Fairview Terrace,33259781,Basic,2023-01-31,923.18
626,54346175,Laura Bravery,18/10/1953,7782620387,26 Transport Point,33270307,Gold,2023-01-31,38.51
627,37650407,Avivah Krugmann,31/03/1995,7362061594,978 Homewood Avenue,33348876,Gold,2023-01-31,267.33
628,26654647,Hirsch Arton,23/06/1946,7248880960,8090 Pine View Point,33351056,Gold,2023-01-31,597.06
629,91627594,Emory Jessopp,02/10/1968,7958734226,631 Claremont Parkway,33381880,Basic,2023-01-31,682.27
630,65058794,Jere Ternouth,26/11/1930,7969054865,79 Morning Hill,33414190,Gold,2023-01-31,204.38
631,72899701,Bradan Beecham,11/07/1973,7460057826,60336 Portage Court,33424425,Gold,2023-01-31,23.18
632,26051326,Saunderson Torrance,11/05/1975,7196424619,68959 Banding Drive,33470885,Basic,2023-01-31,531.96
633,14227144,Berri Willarton,25/02/1945,7604346550,72151 Golf Course Circle,33505838,Basic,2023-01-31,76.39
634,2150952,Johnnie Singleton,08/12/1983,7892498058,5 Carey Center,33527603,Gold,2023-01-31,413.42
635,96705548,Riva Karppi,02/10/1966,7516725280,71206 Helena Hill,33634912,Basic,2023-01-31,888.99
636,81539289,Bethena Plowright,30/12/1982,7913834852,7859 Ohio Alley,33749113,Gold,2023-01-31,590.37
637,24291482,Danna Cressey,06/08/1965,7722629144,6 Melby Court,33749812,Gold,2023-01-31,121.02
638,30883293,Inglebert Burnel,15/11/1932,7319236920,8 Carey Alley,33750944,Gold,2023-01-31,100.44
639,14555124,Arlena Olyfant,17/06/1966,7133900092,62137 Eastlawn Terrace,33771855,Gold,2023-01-31,886.78
640,53412086,Abagael Snailham,12/06/1948,7725754661,4581 Michigan Place,33906740,Basic,2023-01-31,820.46
641,25370977,Brenda Piche,11/10/1965,7199959191,433 Doe Crossing Pass,33914941,Basic,2023-01-31,665.9
642,78166725,Herbie Matresse,12/06/1986,7915593923,5417 Iowa Avenue,34017695,Basic,2023-01-31,672.46
643,57153747,Tabbie Loweth,30/07/1998,7555529526,4968 Lunder Hill,34128127,Gold,2023-01-31,275.83
644,99055845,Netty Cicco,31/07/1930,7392297559,2160 North Lane,34158235,Gold,2023-01-31,50.76
645,92251294,Munmro Cotterell,20/02/1940,7920067031,93 Schiller Trail,34190086,Gold,2023-01-31,890.87
646,33110483,Daffie Quinion,17/05/1937,7214224601,4 Pawling Lane,34264499,Gold,2023-01-31,864.86
647,61445573,Nicky Burdon,20/02/1979,7618810461,7774 Hoffman Plaza,34275044,Basic,2023-01-31,532.29
648,57569169,Liane Haggarty,24/06/1966,7487476449,82447 Eliot Place,34284479,Gold,2023-01-31,74.46
649,49496369,Adara Deners,28/11/1980,7956207902,51 Green Ridge Street,34336001,Basic,2023-01-31,396.75
650,85016262,Margareta Kemble,13/04/1986,7167965075,36248 Darwin Court,34351752,Basic,2023-01-31,30.31
651,76796678,Willard Simion,07/02/1954,7133417917,58 Shoshone Trail,34374766,Basic,2023-01-31,916.09
652,25267812,Joscelin Ferraresi,13/03/2003,7127250410,715 Bay Circle,34400277,Gold,2023-01-31,207.59
653,48127297,Constancia Coulbeck,10/12/1960,7540185000,5919 Paget Drive,34461285,Basic,2023-01-31,149.82
654,69556489,Solly Van Oord,21/10/1998,7956942186,114 Coolidge Lane,34482885,Gold,2023-01-31,359.84
655,23142281,Kylen Gartan,13/04/1989,7524973753,354 Acker Alley,34650969,Basic,2023-01-31,177.82
656,71355157,Skelly Bautiste,27/01/1985,7559384549,35 Bartelt Avenue,34866268,Gold,2023-01-31,516.92
657,79121675,Huey McClary,10/11/2003,7563835652,9 Scott Center,34867145,Gold,2023-01-31,212.16
658,21811388,Skip Hiddy,26/05/1979,7543428482,80447 Troy Street,34902863,Gold,2023-01-31,31.36
659,55079356,Caritta Olivella,22/07/1966,7369502616,973 Nobel Junction,34908905,Gold,2023-01-31,887.49
660,31671267,Moina Farnfield,19/12/1999,7235956284,86 Banding Point,34921262,Gold,2023-01-31,971.82
661,82019995,Louella Andor,05/03/1962,7600633091,6 3rd Circle,34960760,Basic,2023-01-31,981.79
662,28915182,Dosi Velten,16/11/1994,7921397049,45 Vidon Junction,35038984,Gold,2023-01-31,566.36
663,93512377,Miles Lowthian,23/03/1998,7935506865,366 Dakota Center,35051369,Basic,2023-01-31,637.18
664,64848329,Swen Tomasini,12/01/1974,7910005207,67850 Banding Junction,35082945,Basic,2023-01-31,713.95
665,28582029,Abbot Heavy,26/05/1937,7614375490,236 East Alley,35083564,Gold,2023-01-31,599.99
666,4087172,Jess Kilduff,22/06/1998,7199216851,2 Bunting Plaza,35126236,Gold,2023-01-31,739.8
667,88451018,Sheilakathryn Lornsen,12/11/1989,7506917163,4666 Acker Trail,35177782,Gold,2023-01-31,79.03
668,86156240,Tessa Hartshorn,08/09/1960,7126887299,24146 Eggendart Street,35194218,Gold,2023-01-31,842.34
669,47674095,Sigismund Janaway,14/05/1976,7869783219,1997 Packers Place,35197451,Basic,2023-01-31,411.69
670,99829830,Jeffy Sephton,07/10/1961,7719751379,4899 West Avenue,35210460,Gold,2023-01-31,185.3
671,33499472,Peg Bartoszewski,11/06/2002,7659044230,1854 Anthes Trail,35293864,Gold,2023-01-31,592.55
672,33626111,Ignacius Lingley,14/05/1933,7503164337,4275 Elka Road,35321469,Basic,2023-01-31,194.57
673,64616595,Inez McGriele,08/11/1953,7459676076,10713 Del Sol Alley,35330225,Basic,2023-01-31,717.9
674,76409263,Kincaid Sturrock,20/01/1953,7576386973,3828 Becker Circle,35345678,Basic,2023-01-31,381.43
675,34047953,Carlina Winley,27/06/1945,7875172193,5781 Roth Trail,35379604,Gold,2023-01-31,171.68
676,64005646,Orelie Haldene,22/01/2002,7380193461,8863 Claremont Hill,35391237,Gold,2023-01-31,412.06
677,56730017,Fallon Dobbin,13/11/1945,7972680850,84395 Blackbird Terrace,35391340,Gold,2023-01-31,886.56
678,74336769,Patti Chaperlin,16/09/1948,7427160922,5666 Dwight Road,35445202,Basic,2023-01-31,972.48
679,39867567,Adrianne Pree,26/02/1995,7549505592,939 Sugar Hill,35506101,Gold,2023-01-31,713.65
680,22701486,Colan Munehay,05/08/1930,7968708666,8 Old Shore Hill,35510004,Gold,2023-01-31,723.62
681,80835145,Talyah Gudge,07/08/1954,7818206049,79597 Vernon Lane,35539408,Basic,2023-01-31,469.13
682,81905581,Starla Stenyng,19/05/1938,7778429594,276 Grover Trail,35540836,Gold,2023-01-31,17.91
683,14329904,Eldon Hardinge,01/03/1965,7253704401,9078 Esch Place,35549277,Basic,2023-01-31,505.72
684,24714906,Elton Rowsell,09/06/1985,7652947919,517 Westridge Terrace,35555120,Gold,2023-01-31,598.72
685,39971843,Kathie Button,23/06/2003,7776218234,8286 Hintze Trail,35564578,Gold,2023-01-31,621.37
686,87057926,Yolande Marlin,06/02/1941,7872764420,725 Judy Junction,35574156,Gold,2023-01-31,471.05
687,50574166,Joleen Willoughway,12/07/1933,7144517587,77825 Susan Street,35614465,Gold,2023-01-31,276.17
688,62991755,Andras Hartfleet,25/10/2003,7708264399,61 South Place,35616763,Gold,2023-01-31,279.43
689,14537251,Rora Couldwell,19/02/1985,7573728535,8 Golf View Way,35633136,Gold,2023-01-31,603.11
690,52800000,Emmye Pengilly,15/11/1978,7765679399,779 Park Meadow Alley,35642953,Gold,2023-01-31,137.26
691,29915790,Gar Dickinson,19/01/1987,7127269061,68563 Packers Way,35652360,Basic,2023-01-31,41.81
692,22189884,Myrta Dedon,07/10/1957,7493055564,87429 Hayes Junction,35698347,Basic,2023-01-31,258.22
693,93121627,My Maken,10/10/1978,7409945834,44757 Artisan Avenue,35712712,Gold,2023-01-31,828.88
694,66744530,Robyn Neubigging,23/12/1945,7871432145,39 Red Cloud Way,35721788,Gold,2023-01-31,837.07
695,39926530,Annabel Browncey,24/07/1941,7904687332,792 Toban Court,35726421,Basic,2023-01-31,379.1
696,1004731,Hervey Halliday,07/05/1971,7397464858,90774 Moose Street,35772673,Gold,2023-01-31,517.9
697,89060064,Goldie Hendrix,08/05/1940,7455827103,86323 Fairview Lane,35799522,Basic,2023-01-31,750.79
698,25130790,Kilian Redfearn,01/06/1937,7166011675,81141 Jana Park,35805852,Basic,2023-01-31,886.37
699,56538113,Nady Bonicelli,15/12/2004,7873643497,38627 Farwell Crossing,35827625,Basic,2023-01-31,445.63
700,51152895,Layne Farrier,27/11/1947,7500176310,65945 Londonderry Park,35869347,Gold,2023-01-31,768.74
701,25314338,Edgar Cowell,15/12/1988,7839233794,1 Buhler Court,36007496,Basic,2023-01-31,239.44
702,55333685,Donall Kearley,06/11/1962,7605398390,75 Arizona Point,36106467,Gold,2023-01-31,720.17
703,47342581,Cairistiona Cowland,04/06/1959,7444111160,2 Farwell Trail,36110938,Gold,2023-01-31,532.77
704,64646257,Binnie Delacourt,15/12/1978,7507703290,613 Havey Avenue,36112473,Gold,2023-01-31,530.67
705,58142325,Jacquetta Lundon,16/03/1983,7332252322,9686 Fallview Center,36131723,Basic,2023-01-31,602.96
706,65639934,Stormy McKissack,19/10/1997,7226447972,8 Warrior Avenue,36141472,Basic,2023-01-31,656.7
707,19931271,Kimball Watson-Brown,24/05/1931,7304304068,861 Anhalt Court,36143004,Gold,2023-01-31,256.22
708,7955303,Tessie Thickpenny,18/06/2002,7900618532,4505 Southridge Parkway,36171568,Gold,2023-01-31,343.44
709,44496405,Currie Triner,14/01/1936,7123613986,2313 Waywood Junction,36192947,Gold,2023-01-31,744.33
710,89666507,Hazel Adolf,26/08/1964,7170468314,61791 Veith Parkway,36197772,Basic,2023-01-31,962.03
711,35709659,Giordano Mobberley,23/01/1976,7771193913,38517 Lakeland Way,36258926,Basic,2023-01-31,549.71
712,93710792,Orbadiah Barneville,05/12/1937,7360995715,866 6th Parkway,36259936,Gold,2023-01-31,628.23
713,36928251,Nilson Boulde,08/04/1944,7863594108,9 Butterfield Trail,36296704,Basic,2023-01-31,491.31
714,84996627,Natty Stoffers,10/03/1968,7789190831,8804 Gateway Point,36327122,Gold,2023-01-31,808.81
715,11229225,Matt McKnockiter,15/12/1953,7301013985,87 West Court,36393557,Basic,2023-01-31,407.12
716,90878295,Emylee Marples,06/08/1978,7971674449,368 1st Terrace,36419197,Basic,2023-01-31,627.78
717,44498467,Cher Craise,23/02/1970,7256866743,2 Marquette Court,36425954,Gold,2023-01-31,93.85
718,63345588,Dallas Birkenhead,09/05/1967,7692890538,36 Esch Place,36549889,Basic,2023-01-31,760.2
719,61783729,Niccolo Nestor,11/01/1984,7479905931,49567 Oak Pass,36596942,Basic,2023-01-31,550.9
720,84067720,Javier Elliker,25/03/1954,7854379158,2693 Longview Avenue,36611100,Gold,2023-01-31,485.06
721,1080018,Willem Boniface,11/09/1962,7202984169,9 Sommers Center,36636385,Gold,2023-01-31,985.55
722,51630527,Clayton Siemianowicz,03/11/1979,7413666572,4784 Utah Court,36668239,Basic,2023-01-31,566.32
723,47610942,Meg Caruth,13/12/1991,7903345717,832 Rusk Court,36692647,Gold,2023-01-31,710.29
724,50113535,Lorry Byne,01/11/1936,7921273233,24633 Westridge Trail,36696277,Gold,2023-01-31,395.42
725,62022022,Mersey Gissop,03/03/1996,7788148931,3 Gulseth Avenue,36725272,Basic,2023-01-31,52.82
726,40232666,Myrwyn Edinborough,09/10/1934,7214474770,16 Cardinal Street,36837451,Gold,2023-01-31,429.52
727,11311658,Kissee Robilliard,12/06/1996,7126018438,19 Nevada Road,36849841,Gold,2023-01-31,593.56
728,89190869,Edsel Jago,16/11/2002,7785594492,1643 Sachtjen Road,36871984,Basic,2023-01-31,949.89
729,44313496,Marysa Alkins,21/09/1947,7472352050,74499 Elmside Terrace,36982820,Gold,2023-01-31,833.46
730,78209509,Sid Tinsey,20/03/1969,7762739943,7586 7th Avenue,37004975,Basic,2023-01-31,635.77
731,8434185,Joshia Pole,04/05/1969,7377565104,3752 Annamark Place,37017424,Basic,2023-01-31,71.34
732,45737262,Red Foyster,06/08/1932,7802312321,17 Longview Crossing,37062632,Gold,2023-01-31,366.72
733,90073871,Edward Beebis,13/04/1950,7511863650,9 Havey Center,37164421,Gold,2023-01-31,302.68
734,65598253,Germayne Lempertz,16/11/1981,7508246109,3 Mccormick Circle,37247834,Gold,2023-01-31,319.19
735,62294750,Geneva Stovin,18/04/2000,7417143574,7 Straubel Hill,37256412,Gold,2023-01-31,24.43
736,48955985,Fletch Truckett,19/12/1991,7985306280,9 Knutson Place,37267391,Basic,2023-01-31,819.11
737,7131244,Den Harnett,08/09/1982,7882152758,46 Golf Course Point,37273974,Basic,2023-01-31,533.14
738,79999260,Etheline Cypler,17/12/1970,7917341169,50 Forest Dale Hill,37297429,Gold,2023-01-31,693.82
739,41867130,Antonia Storrie,29/07/1985,7360930651,1733 Bunting Lane,37319261,Basic,2023-01-31,574.42
740,24436370,Ian Armin,06/11/1978,7315779675,46128 Paget Way,37369245,Gold,2023-01-31,446.65
741,30332672,Gladi Ailward,17/07/1979,7823461698,171 Briar Crest Avenue,37443706,Gold,2023-01-31,621.08
742,74993234,Judah Shemwell,25/10/1996,7704105958,293 Monument Junction,37503622,Gold,2023-01-31,630.18
743,91551763,Averyl Filip,25/02/1961,7679540192,3048 Lerdahl Pass,37510139,Gold,2023-01-31,546.33
744,55665073,Bengt Fairlamb,15/07/1952,7486092557,802 Ramsey Circle,37599317,Basic,2023-01-31,177.32
745,77420822,Naoma Kilalea,10/12/1932,7882129086,1692 Vahlen Crossing,37642787,Gold,2023-01-31,396.03
746,74753436,Alfie Marshman,08/11/1939,7286068057,1135 Welch Center,37658218,Basic,2023-01-31,561.27
747,85861976,Jandy Forestel,12/10/1960,7727986340,271 Warbler Point,37678813,Basic,2023-01-31,767.56
748,55011478,Jenilee Kiddell,18/02/1936,7346624295,75106 Mandrake Lane,37767441,Gold,2023-01-31,726.46
749,33936785,Conni Horry,22/01/1989,7395966131,4145 Sloan Drive,37789180,Gold,2023-01-31,854.05
750,99560093,Titus Nazaret,13/04/1947,7308358456,7 Kensington Terrace,37796234,Gold,2023-01-31,992.46
751,2335740,Lenci Bacon,31/10/1979,7802296799,61470 Weeping Birch Parkway,37878074,Basic,2023-01-31,647.56
752,34829859,Kata Roulston,01/04/1973,7317068899,3 Lillian Place,37905098,Gold,2023-01-31,389.98
753,2812975,Walliw Kirkup,25/12/1953,7638748933,81 Rutledge Lane,37936898,Gold,2023-01-31,745.79
754,25313247,Moyra Guillart,07/07/1944,7185751712,1 Corscot Plaza,37945317,Basic,2023-01-31,8.24
755,48252046,Carmelle Likly,21/12/1940,7935561363,46 Dexter Road,37953007,Basic,2023-01-31,440.78
756,66522209,Doris Vokins,03/08/1974,7996605301,737 Green Pass,38032055,Gold,2023-01-31,416.47
757,3038105,Nicolas Wrought,02/12/1989,7715373788,8 Mariners Cove Hill,38038623,Gold,2023-01-31,526.98
758,45992804,Consuela Reame,09/08/1952,7948292342,38420 Bay Place,38124225,Gold,2023-01-31,943.59
759,81021645,Pavlov Goodyer,26/08/2001,7317966281,86 High Crossing Avenue,38157078,Basic,2023-01-31,756.55
760,15203079,Alida Dahlen,01/01/1978,7202869199,318 Dahle Street,38224160,Basic,2023-01-31,701.82
761,12028708,Nikolaos Hannigane,19/01/1935,7407036244,520 Rutledge Avenue,38291062,Basic,2023-01-31,486.68
762,75856615,Friederike Begent,04/08/1968,7208639929,591 Upham Crossing,38316158,Gold,2023-01-31,138.4
763,52322740,Evvie Crayker,01/07/1970,7849973944,41 Boyd Place,38346624,Gold,2023-01-31,740.09
764,17340374,Shaw Gatch,21/06/1994,7324237405,762 Warner Center,38395807,Basic,2023-01-31,463.52
765,34310741,Clem Westhead,11/12/1965,7165820989,70 International Way,38428295,Basic,2023-01-31,690.12
766,27080723,Estrella Stollsteimer,17/01/1988,7490300766,56 Armistice Trail,38429514,Basic,2023-01-31,627.62
767,58004543,Ewen Sandiford,22/08/1930,7350227827,44 Talisman Trail,38442044,Gold,2023-01-31,106.95
768,13709133,Aubrey Jamieson,13/02/1971,7569932617,3 Tony Lane,38487215,Gold,2023-01-31,780.01
769,97553464,Rhiamon Zavattari,22/06/1949,7556134866,73 Buena Vista Terrace,38495059,Gold,2023-01-31,14.18
770,76946264,Cherish Bultitude,16/03/1979,7655016877,62801 Drewry Plaza,38502892,Basic,2023-01-31,600.32
771,27058059,Lorna Nicklen,01/06/1947,7762743736,4935 Mayer Place,38528119,Basic,2023-01-31,165.9
772,44954879,Margaux Pohl,03/11/1931,7847247860,55203 Menomonie Way,38564653,Basic,2023-01-31,647.95
